(before at crate0 depot0),(before at crate0 depot1),(before at crate0 depot2),(before at crate0 depot3),(before at crate0 distributor0),(before at crate1 depot0),(before at crate1 depot1),(before at crate1 depot2),(before at crate1 depot3),(before at crate1 distributor0),(before at crate2 depot0),(before at crate2 depot1),(before at crate2 depot2),(before at crate2 depot3),(before at crate2 distributor0),(before at crate3 depot0),(before at crate3 depot1),(before at crate3 depot2),(before at crate3 depot3),(before at crate3 distributor0),(before at hoist0 depot0),(before at hoist0 depot1),(before at hoist0 depot2),(before at hoist0 depot3),(before at hoist0 distributor0),(before at hoist1 depot0),(before at hoist1 depot1),(before at hoist1 depot2),(before at hoist1 depot3),(before at hoist1 distributor0),(before at hoist2 depot0),(before at hoist2 depot1),(before at hoist2 depot2),(before at hoist2 depot3),(before at hoist2 distributor0),(before at hoist3 depot0),(before at hoist3 depot1),(before at hoist3 depot2),(before at hoist3 depot3),(before at hoist3 distributor0),(before at hoist4 depot0),(before at hoist4 depot1),(before at hoist4 depot2),(before at hoist4 depot3),(before at hoist4 distributor0),(before at pallet0 depot0),(before at pallet0 depot1),(before at pallet0 depot2),(before at pallet0 depot3),(before at pallet0 distributor0),(before at pallet1 depot0),(before at pallet1 depot1),(before at pallet1 depot2),(before at pallet1 depot3),(before at pallet1 distributor0),(before at pallet2 depot0),(before at pallet2 depot1),(before at pallet2 depot2),(before at pallet2 depot3),(before at pallet2 distributor0),(before at pallet3 depot0),(before at pallet3 depot1),(before at pallet3 depot2),(before at pallet3 depot3),(before at pallet3 distributor0),(before at pallet4 depot0),(before at pallet4 depot1),(before at pallet4 depot2),(before at pallet4 depot3),(before at pallet4 distributor0),(before at truck0 depot0),(before at truck0 depot1),(before at truck0 depot2),(before at truck0 depot3),(before at truck0 distributor0),(before available hoist0),(before available hoist1),(before available hoist2),(before available hoist3),(before available hoist4),(before clear crate0),(before clear crate1),(before clear crate2),(before clear crate3),(before clear pallet0),(before clear pallet1),(before clear pallet2),(before clear pallet3),(before clear pallet4),(before in crate0 truck0),(before in crate1 truck0),(before in crate2 truck0),(before in crate3 truck0),(before lifting hoist0 crate0),(before lifting hoist0 crate1),(before lifting hoist0 crate2),(before lifting hoist0 crate3),(before lifting hoist1 crate0),(before lifting hoist1 crate1),(before lifting hoist1 crate2),(before lifting hoist1 crate3),(before lifting hoist2 crate0),(before lifting hoist2 crate1),(before lifting hoist2 crate2),(before lifting hoist2 crate3),(before lifting hoist3 crate0),(before lifting hoist3 crate1),(before lifting hoist3 crate2),(before lifting hoist3 crate3),(before lifting hoist4 crate0),(before lifting hoist4 crate1),(before lifting hoist4 crate2),(before lifting hoist4 crate3),(before on crate0 crate0),(before on crate0 crate1),(before on crate0 crate2),(before on crate0 crate3),(before on crate0 pallet0),(before on crate0 pallet1),(before on crate0 pallet2),(before on crate0 pallet3),(before on crate0 pallet4),(before on crate1 crate0),(before on crate1 crate1),(before on crate1 crate2),(before on crate1 crate3),(before on crate1 pallet0),(before on crate1 pallet1),(before on crate1 pallet2),(before on crate1 pallet3),(before on crate1 pallet4),(before on crate2 crate0),(before on crate2 crate1),(before on crate2 crate2),(before on crate2 crate3),(before on crate2 pallet0),(before on crate2 pallet1),(before on crate2 pallet2),(before on crate2 pallet3),(before on crate2 pallet4),(before on crate3 crate0),(before on crate3 crate1),(before on crate3 crate2),(before on crate3 crate3),(before on crate3 pallet0),(before on crate3 pallet1),(before on crate3 pallet2),(before on crate3 pallet3),(before on crate3 pallet4),action,(after at crate0 depot0),(after at crate0 depot1),(after at crate0 depot2),(after at crate0 depot3),(after at crate0 distributor0),(after at crate1 depot0),(after at crate1 depot1),(after at crate1 depot2),(after at crate1 depot3),(after at crate1 distributor0),(after at crate2 depot0),(after at crate2 depot1),(after at crate2 depot2),(after at crate2 depot3),(after at crate2 distributor0),(after at crate3 depot0),(after at crate3 depot1),(after at crate3 depot2),(after at crate3 depot3),(after at crate3 distributor0),(after at hoist0 depot0),(after at hoist0 depot1),(after at hoist0 depot2),(after at hoist0 depot3),(after at hoist0 distributor0),(after at hoist1 depot0),(after at hoist1 depot1),(after at hoist1 depot2),(after at hoist1 depot3),(after at hoist1 distributor0),(after at hoist2 depot0),(after at hoist2 depot1),(after at hoist2 depot2),(after at hoist2 depot3),(after at hoist2 distributor0),(after at hoist3 depot0),(after at hoist3 depot1),(after at hoist3 depot2),(after at hoist3 depot3),(after at hoist3 distributor0),(after at hoist4 depot0),(after at hoist4 depot1),(after at hoist4 depot2),(after at hoist4 depot3),(after at hoist4 distributor0),(after at pallet0 depot0),(after at pallet0 depot1),(after at pallet0 depot2),(after at pallet0 depot3),(after at pallet0 distributor0),(after at pallet1 depot0),(after at pallet1 depot1),(after at pallet1 depot2),(after at pallet1 depot3),(after at pallet1 distributor0),(after at pallet2 depot0),(after at pallet2 depot1),(after at pallet2 depot2),(after at pallet2 depot3),(after at pallet2 distributor0),(after at pallet3 depot0),(after at pallet3 depot1),(after at pallet3 depot2),(after at pallet3 depot3),(after at pallet3 distributor0),(after at pallet4 depot0),(after at pallet4 depot1),(after at pallet4 depot2),(after at pallet4 depot3),(after at pallet4 distributor0),(after at truck0 depot0),(after at truck0 depot1),(after at truck0 depot2),(after at truck0 depot3),(after at truck0 distributor0),(after available hoist0),(after available hoist1),(after available hoist2),(after available hoist3),(after available hoist4),(after clear crate0),(after clear crate1),(after clear crate2),(after clear crate3),(after clear pallet0),(after clear pallet1),(after clear pallet2),(after clear pallet3),(after clear pallet4),(after in crate0 truck0),(after in crate1 truck0),(after in crate2 truck0),(after in crate3 truck0),(after lifting hoist0 crate0),(after lifting hoist0 crate1),(after lifting hoist0 crate2),(after lifting hoist0 crate3),(after lifting hoist1 crate0),(after lifting hoist1 crate1),(after lifting hoist1 crate2),(after lifting hoist1 crate3),(after lifting hoist2 crate0),(after lifting hoist2 crate1),(after lifting hoist2 crate2),(after lifting hoist2 crate3),(after lifting hoist3 crate0),(after lifting hoist3 crate1),(after lifting hoist3 crate2),(after lifting hoist3 crate3),(after lifting hoist4 crate0),(after lifting hoist4 crate1),(after lifting hoist4 crate2),(after lifting hoist4 crate3),(after on crate0 crate0),(after on crate0 crate1),(after on crate0 crate2),(after on crate0 crate3),(after on crate0 pallet0),(after on crate0 pallet1),(after on crate0 pallet2),(after on crate0 pallet3),(after on crate0 pallet4),(after on crate1 crate0),(after on crate1 crate1),(after on crate1 crate2),(after on crate1 crate3),(after on crate1 pallet0),(after on crate1 pallet1),(after on crate1 pallet2),(after on crate1 pallet3),(after on crate1 pallet4),(after on crate2 crate0),(after on crate2 crate1),(after on crate2 crate2),(after on crate2 crate3),(after on crate2 pallet0),(after on crate2 pallet1),(after on crate2 pallet2),(after on crate2 pallet3),(after on crate2 pallet4),(after on crate3 crate0),(after on crate3 crate1),(after on crate3 crate2),(after on crate3 crate3),(after on crate3 pallet0),(after on crate3 pallet1),(after on crate3 pallet2),(after on crate3 pallet3),(after on crate3 pallet4)
false,false,false, ,false,true,true,false, ,false,true,false,false, ,false, , , , , ,false,false,false, ,false,false,true,false, ,true,false,true,true, ,false,true,false,false, ,true, , , , , ,true,false,false, ,true,false,true,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,true,true,true, ,false,false,true,false,false, ,false,true,false, ,true,true,true,true, ,false,false,true, ,false,false,false, ,false,true,false, ,false,false,true, ,false,true,true, , , , , ,false,false,false, ,false,false,true,false, ,false,false,false, ,true,false,false,false, ,false,false,false, ,true,false,false,false, , , , , , , , , , ,(drop hoist2 crate2 pallet2 depot2),false,false,false, ,false,true,false,false, ,false,false,false,true, ,true, , , , , ,true,false,false, ,false,true,false,false, ,false,false,false,true, ,false,true,true,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,false,true,false,false, ,true, , , , , ,false,false,true, ,false,false,true,false,true, ,false,true,true, ,false,false,false,true, ,false,false,false, ,true,true,true, ,true,false,false, ,false,false,false, ,false,true,false, , , , , ,false,false,false, ,false,false,true,false, ,false,false,false, ,false,false,false,true, ,false,false,false, ,true,false,true,false, , , , , , , , , , 
true,true,false, ,true,false,false,false, ,true,false,false,false, ,false, , , , , ,true,false,false, ,false,false,false,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,true,false,true,false, ,false,true,false,true, ,false,true,true,false, ,false, , , , , ,false,true,true, ,false,true,true,false,true, ,false,true,true, ,true,true,false,false, ,false,false,true, ,false,false,false, ,false,true,false, ,false,false,false, ,true,false,false, , , , , ,false,false,false, ,false,false,true,true, ,true,false,false, ,true,false,false,true, ,false,false,false, ,false,false,true,false, , , , , , , , , , ,(lift hoist2 crate2 pallet2 depot2),false,false,false, ,false,false,false,true, ,true,false,false,true, ,true, , , , , ,true,true,true, ,true,true,true,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,true,false,true,true, ,false,false,false,true, ,false,false,false,true, ,true, , , , , ,true,false,false, ,false,true,true,false,false, ,false,true,true, ,true,true,true,false, ,false,false,false, ,false,true,false, ,false,false,false, ,false,true,true, ,false,false,false, , , , , ,false,false,false, ,false,false,false,true, ,false,false,false, ,true,false,false,false, ,false,false,false, ,false,false,false,true, , , , , , , , , , 
false,false,false, ,false,false,false,true, ,true,false,false,true, ,true, , , , , ,true,true,true, ,true,true,true,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,true,false,true,true, ,false,false,false,true, ,false,false,false,true, ,true, , , , , ,true,false,false, ,false,true,true,false,false, ,false,true,true, ,true,true,true,false, ,false,false,false, ,false,true,false, ,false,false,false, ,false,true,true, ,false,false,false, , , , , ,false,false,false, ,false,false,false,true, ,false,false,false, ,true,false,false,false, ,false,false,false, ,false,false,false,true, , , , , , , , , , ,(load hoist2 crate2 truck0 depot2),false,false,true, ,true,false,false,false, ,true,false,false,false, ,false, , , , , ,true,false,true, ,true,true,true,false, ,true,false,false,true, ,true,false,false,false, ,true, , , , , ,false,false,false, ,false,true,true,false, ,false,false,false,false, ,false,false,false,false, ,true, , , , , ,false,false,true, ,false,true,false,true,true, ,false,true,false, ,true,true,false,false, ,false,false,true, ,false,false,false, ,false,false,false, ,false,true,false, ,true,false,true, , , , , ,false,true,false, ,false,false,true,true, ,false,false,true, ,false,true,false,false, ,false,false,false, ,false,false,false,false, , , , , , , , , , 
false,false,true, ,true,false,false,false, ,true,false,false,false, ,false, , , , , ,true,false,true, ,true,true,true,false, ,true,false,false,true, ,true,false,false,false, ,true, , , , , ,false,false,false, ,false,true,true,false, ,false,false,false,false, ,false,false,false,false, ,true, , , , , ,false,false,true, ,false,true,false,true,true, ,false,true,false, ,true,true,false,false, ,false,false,true, ,false,false,false, ,false,false,false, ,false,true,false, ,true,false,true, , , , , ,false,true,false, ,false,false,true,true, ,false,false,true, ,false,true,false,false, ,false,false,false, ,false,false,false,false, , , , , , , , , , ,(drive truck0 depot2 distributor0),true,false,false, ,true,false,false,false, ,false,false,false,true, ,true, , , , , ,true,false,false, ,false,false,false,false, ,false,true,false,true, ,false,true,false,false, ,true, , , , , ,false,false,false, ,false,false,true,false, ,false,true,false,true, ,false,false,true,false, ,false, , , , , ,false,false,false, ,true,true,false,true,true, ,false,false,false, ,true,true,true,true, ,true,false,true, ,false,false,false, ,true,true,false, ,false,true,false, ,false,false,true, , , , , ,true,false,true, ,false,false,true,true, ,true,false,false, ,true,false,true,false, ,false,false,false, ,false,true,false,false, , , , , , , , , , 
true,false,false, ,true,false,false,false, ,false,false,false,true, ,true, , , , , ,true,false,false, ,false,false,false,false, ,false,true,false,true, ,false,true,false,false, ,true, , , , , ,false,false,false, ,false,false,true,false, ,false,true,false,true, ,false,false,true,false, ,false, , , , , ,false,false,false, ,true,true,false,true,true, ,false,false,false, ,true,true,true,true, ,true,false,true, ,false,false,false, ,true,true,false, ,false,true,false, ,false,false,true, , , , , ,true,false,true, ,false,false,true,true, ,true,false,false, ,true,false,true,false, ,false,false,false, ,false,true,false,false, , , , , , , , , , ,(lift hoist3 crate1 crate0 distributor0),true,false,true, ,true,false,false,false, ,false,false,false,false, ,false, , , , , ,true,false,true, ,false,true,true,false, ,false,false,false,true, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,true, ,false,true,false,true, ,false,false,false,false, ,false, , , , , ,true,false,true, ,true,false,true,true,false, ,true,false,false, ,true,true,true,false, ,false,false,false, ,false,true,false, ,false,false,false, ,false,false,false, ,false,true,false, , , , , ,false,false,false, ,false,false,false,true, ,false,true,false, ,false,false,false,false, ,false,false,false, ,false,false,false,false, , , , , , , , , , 
true,false,true, ,true,false,false,false, ,false,false,false,false, ,false, , , , , ,true,false,true, ,false,true,true,false, ,false,false,false,true, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,true, ,false,true,false,true, ,false,false,false,false, ,false, , , , , ,true,false,true, ,true,false,true,true,false, ,true,false,false, ,true,true,true,false, ,false,false,false, ,false,true,false, ,false,false,false, ,false,false,false, ,false,true,false, , , , , ,false,false,false, ,false,false,false,true, ,false,true,false, ,false,false,false,false, ,false,false,false, ,false,false,false,false, , , , , , , , , , ,(load hoist3 crate1 truck0 distributor0),false,false,true, ,false,false,false,false, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,false,true,false, ,false,true,false,false, ,true, , , , , ,true,false,true, ,false,false,true,false, ,false,false,true,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,true,true,true,true,true, ,true,false,true, ,true,true,true,false, ,true,false,true, ,false,false,false, ,false,false,true, ,false,true,false, ,false,true,false, , , , , ,false,false,false, ,true,false,false,true, ,false,false,true, ,false,false,false,false, ,false,false,false, ,false,true,false,true, , , , , , , , , , 
false,false,true, ,false,false,false,false, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,false,true,false, ,false,true,false,false, ,true, , , , , ,true,false,true, ,false,false,true,false, ,false,false,true,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,true,true,true,true,true, ,true,false,true, ,true,true,true,false, ,true,false,true, ,false,false,false, ,false,false,true, ,false,true,false, ,false,true,false, , , , , ,false,false,false, ,true,false,false,true, ,false,false,true, ,false,false,false,false, ,false,false,false, ,false,true,false,true, , , , , , , , , , ,(drive truck0 distributor0 depot2),false,false,false, ,true,true,false,false, ,false,false,true,false, ,true, , , , , ,true,false,false, ,false,false,true,true, ,false,false,true,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,true,true, ,false,false,false,false, ,true, , , , , ,false,true,true, ,false,true,true,true,true, ,true,false,false, ,true,true,true,true, ,true,false,true, ,false,false,true, ,false,true,false, ,false,false,false, ,false,true,false, , , , , ,true,false,true, ,false,false,true,false, ,true,false,false, ,false,false,true,false, ,false,false,false, ,false,false,false,true, , , , , , , , , , 
false,false,false, ,true,true,false,false, ,false,false,true,false, ,true, , , , , ,true,false,false, ,false,false,true,true, ,false,false,true,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,true,true, ,false,false,false,false, ,true, , , , , ,false,true,true, ,false,true,true,true,true, ,true,false,false, ,true,true,true,true, ,true,false,true, ,false,false,true, ,false,true,false, ,false,false,false, ,false,true,false, , , , , ,true,false,true, ,false,false,true,false, ,true,false,false, ,false,false,true,false, ,false,false,false, ,false,false,false,true, , , , , , , , , , ,(unload hoist2 crate1 truck0 depot2),false,false,false, ,true,false,true,false, ,false,true,false,false, ,false, , , , , ,false,false,false, ,false,true,false,false, ,false,false,true,true, ,true,true,false,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,false,true,true,true,true, ,true,false,false, ,true,true,false,false, ,false,false,true, ,false,false,false, ,false,false,false, ,false,true,false, ,true,false,true, , , , , ,true,false,false, ,true,false,false,true, ,false,false,false, ,false,false,false,false, ,false,false,false, ,true,false,true,false, , , , , , , , , , 
false,false,false, ,true,false,true,false, ,false,true,false,false, ,false, , , , , ,false,false,false, ,false,true,false,false, ,false,false,true,true, ,true,true,false,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,false,true,true,true,true, ,true,false,false, ,true,true,false,false, ,false,false,true, ,false,false,false, ,false,false,false, ,false,true,false, ,true,false,true, , , , , ,true,false,false, ,true,false,false,true, ,false,false,false, ,false,false,false,false, ,false,false,false, ,true,false,true,false, , , , , , , , , , ,(drop hoist2 crate1 pallet2 depot2),true,false,false, ,true,true,false,true, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,false,true,false, ,false,false,false,false, ,false, , , , , ,true,true,false, ,false,true,true,false, ,false,true,false,true, ,false,true,false,true, ,true, , , , , ,false,true,false, ,false,true,true,true,false, ,true,true,false, ,true,false,false,false, ,false,false,true, ,false,false,false, ,false,false,false, ,false,true,false, ,false,false,false, , , , , ,false,false,true, ,false,false,false,true, ,false,false,false, ,true,false,false,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , 
true,false,false, ,true,true,false,true, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,false,true,false, ,false,false,false,false, ,false, , , , , ,true,true,false, ,false,true,true,false, ,false,true,false,true, ,false,true,false,true, ,true, , , , , ,false,true,false, ,false,true,true,true,false, ,true,true,false, ,true,false,false,false, ,false,false,true, ,false,false,false, ,false,false,false, ,false,true,false, ,false,false,false, , , , , ,false,false,true, ,false,false,false,true, ,false,false,false, ,true,false,false,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , ,(drive truck0 depot2 distributor0),false,false,false, ,true,false,false,true, ,false,false,false,true, ,true, , , , , ,false,false,false, ,true,false,true,false, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,true,false,false,true, ,true, , , , , ,false,false,true, ,true,false,true,true,true, ,false,true,false, ,true,false,false,false, ,false,true,true, ,false,false,false, ,false,true,false, ,false,true,false, ,false,false,false, , , , , ,false,false,false, ,false,false,true,true, ,false,true,false, ,false,true,true,false, ,false,false,false, ,false,false,false,false, , , , , , , , , , 
false,false,false, ,true,false,false,true, ,false,false,false,true, ,true, , , , , ,false,false,false, ,true,false,true,false, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,true,false,false,true, ,true, , , , , ,false,false,true, ,true,false,true,true,true, ,false,true,false, ,true,false,false,false, ,false,true,true, ,false,false,false, ,false,true,false, ,false,true,false, ,false,false,false, , , , , ,false,false,false, ,false,false,true,true, ,false,true,false, ,false,true,true,false, ,false,false,false, ,false,false,false,false, , , , , , , , , , ,(lift hoist3 crate0 pallet3 distributor0),false,false,false, ,false,true,false,true, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,false,true,true,true, ,true, , , , , ,true,false,false, ,false,false,false,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,false,false,false, ,true,true,true,true,false, ,false,true,false, ,true,true,false,false, ,false,false,true, ,true,false,false, ,false,true,false, ,false,false,false, ,true,false,false, , , , , ,false,false,false, ,false,false,false,false, ,false,false,false, ,true,false,false,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , 
false,false,false, ,false,true,false,true, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,false,true,true,true, ,true, , , , , ,true,false,false, ,false,false,false,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,false,false,false, ,true,true,true,true,false, ,false,true,false, ,true,true,false,false, ,false,false,true, ,true,false,false, ,false,true,false, ,false,false,false, ,true,false,false, , , , , ,false,false,false, ,false,false,false,false, ,false,false,false, ,true,false,false,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , ,(load hoist3 crate0 truck0 distributor0),false,false,false, ,true,true,false,true, ,false,false,true,true, ,false, , , , , ,true,true,false, ,false,false,true,false, ,false,false,false,true, ,true,true,false,false, ,true, , , , , ,true,true,false, ,false,true,true,false, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,false,false,false, ,true,true,false,true,false, ,false,false,false, ,true,true,true,true, ,true,false,true, ,false,false,false, ,true,false,false, ,false,false,true, ,false,true,false, , , , , ,true,false,true, ,false,false,true,false, ,false,false,false, ,true,false,true,false, ,false,false,false, ,false,false,true,true, , , , , , , , , , 
false,false,false, ,true,true,false,true, ,false,false,true,true, ,false, , , , , ,true,true,false, ,false,false,true,false, ,false,false,false,true, ,true,true,false,false, ,true, , , , , ,true,true,false, ,false,true,true,false, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,false,false,false, ,true,true,false,true,false, ,false,false,false, ,true,true,true,true, ,true,false,true, ,false,false,false, ,true,false,false, ,false,false,true, ,false,true,false, , , , , ,true,false,true, ,false,false,true,false, ,false,false,false, ,true,false,true,false, ,false,false,false, ,false,false,true,true, , , , , , , , , , ,(unload hoist3 crate2 truck0 distributor0),false,false,false, ,false,false,false,true, ,false,false,true,false, ,false, , , , , ,true,false,true, ,false,true,true,false, ,false,true,false,true, ,false,true,false,false, ,false, , , , , ,true,false,false, ,false,true,false,true, ,false,true,false,true, ,false,false,false,false, ,true, , , , , ,true,false,true, ,true,true,true,false,false, ,false,true,false, ,true,true,false,true, ,false,true,false, ,true,false,false, ,false,false,false, ,true,false,false, ,false,true,true, , , , , ,true,true,false, ,false,false,false,false, ,false,true,true, ,false,false,true,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , 
false,false,false, ,false,false,false,true, ,false,false,true,false, ,false, , , , , ,true,false,true, ,false,true,true,false, ,false,true,false,true, ,false,true,false,false, ,false, , , , , ,true,false,false, ,false,true,false,true, ,false,true,false,true, ,false,false,false,false, ,true, , , , , ,true,false,true, ,true,true,true,false,false, ,false,true,false, ,true,true,false,true, ,false,true,false, ,true,false,false, ,false,false,false, ,true,false,false, ,false,true,true, , , , , ,true,true,false, ,false,false,false,false, ,false,true,true, ,false,false,true,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , ,(drive truck0 distributor0 depot2),false,false,false, ,false,true,false,true, ,false,true,false,false, ,true, , , , , ,true,true,false, ,false,false,true,false, ,false,true,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,true,false,true,true, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,false,false,true, ,false,true,true,false,false, ,false,true,false, ,true,true,false,true, ,true,false,true, ,true,true,true, ,false,false,true, ,false,false,false, ,false,false,false, , , , , ,false,false,false, ,false,false,false,true, ,true,false,false, ,false,false,true,false, ,true,false,false, ,false,false,false,true, , , , , , , , , , 
false,false,false, ,false,true,false,true, ,false,true,false,false, ,true, , , , , ,true,true,false, ,false,false,true,false, ,false,true,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,true,false,true,true, ,false,false,false,true, ,false,false,false,false, ,true, , , , , ,false,false,true, ,false,true,true,false,false, ,false,true,false, ,true,true,false,true, ,true,false,true, ,true,true,true, ,false,false,true, ,false,false,false, ,false,false,false, , , , , ,false,false,false, ,false,false,false,true, ,true,false,false, ,false,false,true,false, ,true,false,false, ,false,false,false,true, , , , , , , , , , ,(unload hoist2 crate0 truck0 depot2),true,false,false, ,false,false,false,false, ,true,true,true,false, ,false, , , , , ,false,false,false, ,false,false,true,false, ,false,true,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,false,true,true,false, ,false,false,false,false, ,false,false,false,true, ,false, , , , , ,false,true,true, ,false,true,false,true,false, ,true,false,false, ,true,false,false,true, ,false,false,false, ,false,false,false, ,false,false,true, ,true,false,false, ,true,false,true, , , , , ,false,false,false, ,false,true,false,false, ,false,true,false, ,true,false,true,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , 
true,false,false, ,false,false,false,false, ,true,true,true,false, ,false, , , , , ,false,false,false, ,false,false,true,false, ,false,true,false,true, ,false,false,false,false, ,true, , , , , ,true,false,false, ,false,true,true,false, ,false,false,false,false, ,false,false,false,true, ,false, , , , , ,false,true,true, ,false,true,false,true,false, ,true,false,false, ,true,false,false,true, ,false,false,false, ,false,false,false, ,false,false,true, ,true,false,false, ,true,false,true, , , , , ,false,false,false, ,false,true,false,false, ,false,true,false, ,true,false,true,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , ,(drop hoist3 crate2 pallet3 distributor0),true,false,false, ,true,false,false,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,false,false,false,false, ,false,false,false,true, ,false,false,true,false, ,true, , , , , ,true,false,false, ,false,false,true,true, ,false,false,true,true, ,false,false,false,false, ,false, , , , , ,true,false,true, ,true,true,true,false,false, ,false,true,true, ,true,true,true,false, ,false,false,false, ,true,false,true, ,false,false,false, ,true,true,false, ,false,false,false, , , , , ,false,true,false, ,true,false,true,false, ,false,false,false, ,false,false,true,false, ,false,true,false, ,false,false,false,true, , , , , , , , , , 
false,false,true, ,false,true,false,false, ,false,false,false,true, ,false, , , , , ,true,true,false, ,false,false,true,false, ,false,false,true,true, ,true,false,false,true, ,true, , , , , ,true,false,false, ,false,false,true,false, ,false,false,false,true, ,false,false,false,true, ,true, , , , , ,false,false,true, ,false,true,true,true,true, ,false,true,true, ,false,true,false,true, ,false,false,false, ,false,true,false, ,false,false,false, ,false,false,false, ,false,false,false, , , , , ,false,false,false, ,false,false,true,true, ,false,false,false, ,true,false,true,false, ,true,true,false, ,false,false,false,false, , , , , , , , , , ,(lift hoist2 crate2 crate0 depot2),true,false,true, ,false,true,false,false, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,true, ,false,false,false,false, ,false,false,false,true, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,true,false,false, ,false,false,false,true, ,false, , , , , ,false,false,true, ,true,true,true,false,false, ,true,false,false, ,false,true,false,true, ,false,false,false, ,true,false,false, ,true,true,false, ,false,false,true, ,false,false,false, , , , , ,false,true,false, ,false,false,true,true, ,false,false,false, ,true,false,false,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , 
true,false,true, ,false,true,false,false, ,false,false,false,false, ,false, , , , , ,true,false,false, ,false,false,true,true, ,false,false,false,false, ,false,false,false,true, ,false, , , , , ,true,false,false, ,false,false,true,false, ,false,true,false,false, ,false,false,false,true, ,false, , , , , ,false,false,true, ,true,true,true,false,false, ,true,false,false, ,false,true,false,true, ,false,false,false, ,true,false,false, ,true,true,false, ,false,false,true, ,false,false,false, , , , , ,false,true,false, ,false,false,true,true, ,false,false,false, ,true,false,false,false, ,false,false,true, ,false,false,false,false, , , , , , , , , , ,(load hoist2 crate2 truck0 depot2),false,true,true, ,true,true,false,false, ,true,true,false,false, ,false, , , , , ,false,false,false, ,true,false,true,false, ,false,false,false,true, ,false,true,false,false, ,true, , , , , ,true,false,false, ,true,false,false,true, ,false,true,false,true, ,false,true,true,true, ,true, , , , , ,false,false,false, ,false,true,true,true,true, ,true,true,false, ,false,true,true,true, ,false,true,false, ,false,false,false, ,true,false,false, ,false,false,false, ,true,false,false, , , , , ,false,false,false, ,true,false,true,false, ,false,false,false, ,true,false,false,false, ,false,true,false, ,false,false,false,false, , , , , , , , , , 
