(before at p0 l0),(before at p0 l1),(before at p0 l2),(before at p0 l3),(before at p1 l0),(before at p1 l1),(before at p1 l2),(before at p1 l3),(before at p2 l0),(before at p2 l1),(before at p2 l2),(before at p2 l3),(before at t0 l0),(before at t0 l1),(before at t0 l2),(before at t0 l3),(before connected l0 l1),(before connected l0 l2),(before connected l0 l3),(before connected l1 l0),(before connected l1 l2),(before connected l1 l3),(before connected l2 l0),(before connected l2 l1),(before connected l2 l3),(before connected l3 l0),(before connected l3 l1),(before connected l3 l2),(before fuel t0 level0),(before fuel t0 level1),(before fuel t0 level2),(before fuel t0 level3),(before fuel t0 level4),(before fuelcost level0 l0 l1),(before fuelcost level0 l0 l2),(before fuelcost level0 l0 l3),(before fuelcost level0 l1 l0),(before fuelcost level0 l1 l2),(before fuelcost level0 l1 l3),(before fuelcost level0 l2 l0),(before fuelcost level0 l2 l1),(before fuelcost level0 l2 l3),(before fuelcost level0 l3 l0),(before fuelcost level0 l3 l1),(before fuelcost level0 l3 l2),(before fuelcost level1 l0 l1),(before fuelcost level1 l0 l2),(before fuelcost level1 l0 l3),(before fuelcost level1 l1 l0),(before fuelcost level1 l1 l2),(before fuelcost level1 l1 l3),(before fuelcost level1 l2 l0),(before fuelcost level1 l2 l1),(before fuelcost level1 l2 l3),(before fuelcost level1 l3 l0),(before fuelcost level1 l3 l1),(before fuelcost level1 l3 l2),(before fuelcost level2 l0 l1),(before fuelcost level2 l0 l2),(before fuelcost level2 l0 l3),(before fuelcost level2 l1 l0),(before fuelcost level2 l1 l2),(before fuelcost level2 l1 l3),(before fuelcost level2 l2 l0),(before fuelcost level2 l2 l1),(before fuelcost level2 l2 l3),(before fuelcost level2 l3 l0),(before fuelcost level2 l3 l1),(before fuelcost level2 l3 l2),(before fuelcost level3 l0 l1),(before fuelcost level3 l0 l2),(before fuelcost level3 l0 l3),(before fuelcost level3 l1 l0),(before fuelcost level3 l1 l2),(before fuelcost level3 l1 l3),(before fuelcost level3 l2 l0),(before fuelcost level3 l2 l1),(before fuelcost level3 l2 l3),(before fuelcost level3 l3 l0),(before fuelcost level3 l3 l1),(before fuelcost level3 l3 l2),(before fuelcost level4 l0 l1),(before fuelcost level4 l0 l2),(before fuelcost level4 l0 l3),(before fuelcost level4 l1 l0),(before fuelcost level4 l1 l2),(before fuelcost level4 l1 l3),(before fuelcost level4 l2 l0),(before fuelcost level4 l2 l1),(before fuelcost level4 l2 l3),(before fuelcost level4 l3 l0),(before fuelcost level4 l3 l1),(before fuelcost level4 l3 l2),(before in p0 t0),(before in p1 t0),(before in p2 t0),(before sum level0 level1 level2),(before sum level0 level1 level3),(before sum level0 level1 level4),(before sum level0 level2 level1),(before sum level0 level2 level3),(before sum level0 level2 level4),(before sum level0 level3 level1),(before sum level0 level3 level2),(before sum level0 level3 level4),(before sum level0 level4 level1),(before sum level0 level4 level2),(before sum level0 level4 level3),(before sum level1 level0 level2),(before sum level1 level0 level3),(before sum level1 level0 level4),(before sum level1 level2 level0),(before sum level1 level2 level3),(before sum level1 level2 level4),(before sum level1 level3 level0),(before sum level1 level3 level2),(before sum level1 level3 level4),(before sum level1 level4 level0),(before sum level1 level4 level2),(before sum level1 level4 level3),(before sum level2 level0 level1),(before sum level2 level0 level3),(before sum level2 level0 level4),(before sum level2 level1 level0),(before sum level2 level1 level3),(before sum level2 level1 level4),(before sum level2 level3 level0),(before sum level2 level3 level1),(before sum level2 level3 level4),(before sum level2 level4 level0),(before sum level2 level4 level1),(before sum level2 level4 level3),(before sum level3 level0 level1),(before sum level3 level0 level2),(before sum level3 level0 level4),(before sum level3 level1 level0),(before sum level3 level1 level2),(before sum level3 level1 level4),(before sum level3 level2 level0),(before sum level3 level2 level1),(before sum level3 level2 level4),(before sum level3 level4 level0),(before sum level3 level4 level1),(before sum level3 level4 level2),(before sum level4 level0 level1),(before sum level4 level0 level2),(before sum level4 level0 level3),(before sum level4 level1 level0),(before sum level4 level1 level2),(before sum level4 level1 level3),(before sum level4 level2 level0),(before sum level4 level2 level1),(before sum level4 level2 level3),(before sum level4 level3 level0),(before sum level4 level3 level1),(before sum level4 level3 level2),(after at p0 l0),(after at p0 l1),(after at p0 l2),(after at p0 l3),(after at p1 l0),(after at p1 l1),(after at p1 l2),(after at p1 l3),(after at p2 l0),(after at p2 l1),(after at p2 l2),(after at p2 l3),(after at t0 l0),(after at t0 l1),(after at t0 l2),(after at t0 l3),(after connected l0 l1),(after connected l0 l2),(after connected l0 l3),(after connected l1 l0),(after connected l1 l2),(after connected l1 l3),(after connected l2 l0),(after connected l2 l1),(after connected l2 l3),(after connected l3 l0),(after connected l3 l1),(after connected l3 l2),(after fuel t0 level0),(after fuel t0 level1),(after fuel t0 level2),(after fuel t0 level3),(after fuel t0 level4),(after fuelcost level0 l0 l1),(after fuelcost level0 l0 l2),(after fuelcost level0 l0 l3),(after fuelcost level0 l1 l0),(after fuelcost level0 l1 l2),(after fuelcost level0 l1 l3),(after fuelcost level0 l2 l0),(after fuelcost level0 l2 l1),(after fuelcost level0 l2 l3),(after fuelcost level0 l3 l0),(after fuelcost level0 l3 l1),(after fuelcost level0 l3 l2),(after fuelcost level1 l0 l1),(after fuelcost level1 l0 l2),(after fuelcost level1 l0 l3),(after fuelcost level1 l1 l0),(after fuelcost level1 l1 l2),(after fuelcost level1 l1 l3),(after fuelcost level1 l2 l0),(after fuelcost level1 l2 l1),(after fuelcost level1 l2 l3),(after fuelcost level1 l3 l0),(after fuelcost level1 l3 l1),(after fuelcost level1 l3 l2),(after fuelcost level2 l0 l1),(after fuelcost level2 l0 l2),(after fuelcost level2 l0 l3),(after fuelcost level2 l1 l0),(after fuelcost level2 l1 l2),(after fuelcost level2 l1 l3),(after fuelcost level2 l2 l0),(after fuelcost level2 l2 l1),(after fuelcost level2 l2 l3),(after fuelcost level2 l3 l0),(after fuelcost level2 l3 l1),(after fuelcost level2 l3 l2),(after fuelcost level3 l0 l1),(after fuelcost level3 l0 l2),(after fuelcost level3 l0 l3),(after fuelcost level3 l1 l0),(after fuelcost level3 l1 l2),(after fuelcost level3 l1 l3),(after fuelcost level3 l2 l0),(after fuelcost level3 l2 l1),(after fuelcost level3 l2 l3),(after fuelcost level3 l3 l0),(after fuelcost level3 l3 l1),(after fuelcost level3 l3 l2),(after fuelcost level4 l0 l1),(after fuelcost level4 l0 l2),(after fuelcost level4 l0 l3),(after fuelcost level4 l1 l0),(after fuelcost level4 l1 l2),(after fuelcost level4 l1 l3),(after fuelcost level4 l2 l0),(after fuelcost level4 l2 l1),(after fuelcost level4 l2 l3),(after fuelcost level4 l3 l0),(after fuelcost level4 l3 l1),(after fuelcost level4 l3 l2),(after in p0 t0),(after in p1 t0),(after in p2 t0),(after sum level0 level1 level2),(after sum level0 level1 level3),(after sum level0 level1 level4),(after sum level0 level2 level1),(after sum level0 level2 level3),(after sum level0 level2 level4),(after sum level0 level3 level1),(after sum level0 level3 level2),(after sum level0 level3 level4),(after sum level0 level4 level1),(after sum level0 level4 level2),(after sum level0 level4 level3),(after sum level1 level0 level2),(after sum level1 level0 level3),(after sum level1 level0 level4),(after sum level1 level2 level0),(after sum level1 level2 level3),(after sum level1 level2 level4),(after sum level1 level3 level0),(after sum level1 level3 level2),(after sum level1 level3 level4),(after sum level1 level4 level0),(after sum level1 level4 level2),(after sum level1 level4 level3),(after sum level2 level0 level1),(after sum level2 level0 level3),(after sum level2 level0 level4),(after sum level2 level1 level0),(after sum level2 level1 level3),(after sum level2 level1 level4),(after sum level2 level3 level0),(after sum level2 level3 level1),(after sum level2 level3 level4),(after sum level2 level4 level0),(after sum level2 level4 level1),(after sum level2 level4 level3),(after sum level3 level0 level1),(after sum level3 level0 level2),(after sum level3 level0 level4),(after sum level3 level1 level0),(after sum level3 level1 level2),(after sum level3 level1 level4),(after sum level3 level2 level0),(after sum level3 level2 level1),(after sum level3 level2 level4),(after sum level3 level4 level0),(after sum level3 level4 level1),(after sum level3 level4 level2),(after sum level4 level0 level1),(after sum level4 level0 level2),(after sum level4 level0 level3),(after sum level4 level1 level0),(after sum level4 level1 level2),(after sum level4 level1 level3),(after sum level4 level2 level0),(after sum level4 level2 level1),(after sum level4 level2 level3),(after sum level4 level3 level0),(after sum level4 level3 level1),(after sum level4 level3 level2),Decision
False,False,False,False, , , , , , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False, , ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , , , , , , , , , , , , , ,True, , ,False, , ,False, , , , , , , , ,False, , ,False, , , , , , , , ,False, , ,False, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,False,True,False,False, , , , , , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False, , ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , , , , , , , , , , , , , ,False, , ,False, , ,False, , , , , , , , ,False, , ,False, , , , , , , , ,False, , ,False, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,(unload p0 t0 l1)
True,False,False,False,False,True,False,False, , , , ,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,True,False,False,False,False,True,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(drive t0 l2 l0 level2 level1 level3)
True,False,False,False,False,True,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False, ,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,True, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,False,False,False,False,False,True,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,True,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(load p0 t0 l0)
False,False,False,False,False,True,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,True,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,False,False,False,False,False,True,False,False, , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,True,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(drive t0 l0 l1 level1 level1 level2)
False,False,False,False,False,True,False,False, , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,True,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,False,False,False,False,False,False,False,False, , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,True,True, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(load p1 t0 l1)
False,False,False,False,False,False,False,False, , , , ,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False, ,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,True,True, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,False,True,False,False,False,False,False,False, , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,True, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(unload p0 t0 l1)
False,True,False,False,False,False,False,False, , , , ,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False, ,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,True, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,True, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,False,True,False,False,False,False,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,True, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(drive t0 l1 l0 level0 level1 level1)
False,True,False,False,False,False,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,True, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,False,True,False,False,True,False,False,False, , , , ,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False, ,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False, , , , , , , , , , , , ,False,False, ,False,False, ,False,False, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,True, ,False,False, , , , ,False,False, ,False,False, ,False,False, , , , , , , , , , , , , , , , ,(unload p1 t0 l0)
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(drive t0 l2 l0 level3 level1 level4)
True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(load p0 t0 l0)
False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(drive t0 l0 l1 level2 level1 level3)
False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(load p1 t0 l1)
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(unload p0 t0 l1)
False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(drive t0 l1 l3 level1 level1 level2)
False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(load p2 t0 l3)
False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,(drive t0 l3 l0 level0 level1 level1)
