(before at driver1 p0-1),(before at driver1 p0-2),(before at driver1 p1-0),(before at driver1 p2-1),(before at driver1 s0),(before at driver1 s1),(before at driver1 s2),(before at driver2 p0-1),(before at driver2 p0-2),(before at driver2 p1-0),(before at driver2 p2-1),(before at driver2 s0),(before at driver2 s1),(before at driver2 s2),(before at package1 p0-1),(before at package1 p0-2),(before at package1 p1-0),(before at package1 p2-1),(before at package1 s0),(before at package1 s1),(before at package1 s2),(before at package2 p0-1),(before at package2 p0-2),(before at package2 p1-0),(before at package2 p2-1),(before at package2 s0),(before at package2 s1),(before at package2 s2),(before at package3 p0-1),(before at package3 p0-2),(before at package3 p1-0),(before at package3 p2-1),(before at package3 s0),(before at package3 s1),(before at package3 s2),(before at package4 p0-1),(before at package4 p0-2),(before at package4 p1-0),(before at package4 p2-1),(before at package4 s0),(before at package4 s1),(before at package4 s2),(before at truck1 p0-1),(before at truck1 p0-2),(before at truck1 p1-0),(before at truck1 p2-1),(before at truck1 s0),(before at truck1 s1),(before at truck1 s2),(before at truck2 p0-1),(before at truck2 p0-2),(before at truck2 p1-0),(before at truck2 p2-1),(before at truck2 s0),(before at truck2 s1),(before at truck2 s2),(before driving driver1 truck1),(before driving driver1 truck2),(before driving driver2 truck1),(before driving driver2 truck2),(before empty truck1),(before empty truck2),(before in package1 truck1),(before in package1 truck2),(before in package2 truck1),(before in package2 truck2),(before in package3 truck1),(before in package3 truck2),(before in package4 truck1),(before in package4 truck2),(before link p0-1 p0-1),(before link p0-1 p0-2),(before link p0-1 p1-0),(before link p0-1 p2-1),(before link p0-1 s0),(before link p0-1 s1),(before link p0-1 s2),(before link p0-2 p0-1),(before link p0-2 p0-2),(before link p0-2 p1-0),(before link p0-2 p2-1),(before link p0-2 s0),(before link p0-2 s1),(before link p0-2 s2),(before link p1-0 p0-1),(before link p1-0 p0-2),(before link p1-0 p1-0),(before link p1-0 p2-1),(before link p1-0 s0),(before link p1-0 s1),(before link p1-0 s2),(before link p2-1 p0-1),(before link p2-1 p0-2),(before link p2-1 p1-0),(before link p2-1 p2-1),(before link p2-1 s0),(before link p2-1 s1),(before link p2-1 s2),(before link s0 p0-1),(before link s0 p0-2),(before link s0 p1-0),(before link s0 p2-1),(before link s0 s0),(before link s0 s1),(before link s0 s2),(before link s1 p0-1),(before link s1 p0-2),(before link s1 p1-0),(before link s1 p2-1),(before link s1 s0),(before link s1 s1),(before link s1 s2),(before link s2 p0-1),(before link s2 p0-2),(before link s2 p1-0),(before link s2 p2-1),(before link s2 s0),(before link s2 s1),(before link s2 s2),(before path p0-1 p0-1),(before path p0-1 p0-2),(before path p0-1 p1-0),(before path p0-1 p2-1),(before path p0-1 s0),(before path p0-1 s1),(before path p0-1 s2),(before path p0-2 p0-1),(before path p0-2 p0-2),(before path p0-2 p1-0),(before path p0-2 p2-1),(before path p0-2 s0),(before path p0-2 s1),(before path p0-2 s2),(before path p1-0 p0-1),(before path p1-0 p0-2),(before path p1-0 p1-0),(before path p1-0 p2-1),(before path p1-0 s0),(before path p1-0 s1),(before path p1-0 s2),(before path p2-1 p0-1),(before path p2-1 p0-2),(before path p2-1 p1-0),(before path p2-1 p2-1),(before path p2-1 s0),(before path p2-1 s1),(before path p2-1 s2),(before path s0 p0-1),(before path s0 p0-2),(before path s0 p1-0),(before path s0 p2-1),(before path s0 s0),(before path s0 s1),(before path s0 s2),(before path s1 p0-1),(before path s1 p0-2),(before path s1 p1-0),(before path s1 p2-1),(before path s1 s0),(before path s1 s1),(before path s1 s2),(before path s2 p0-1),(before path s2 p0-2),(before path s2 p1-0),(before path s2 p2-1),(before path s2 s0),(before path s2 s1),(before path s2 s2),action,(after at driver1 p0-1),(after at driver1 p0-2),(after at driver1 p1-0),(after at driver1 p2-1),(after at driver1 s0),(after at driver1 s1),(after at driver1 s2),(after at driver2 p0-1),(after at driver2 p0-2),(after at driver2 p1-0),(after at driver2 p2-1),(after at driver2 s0),(after at driver2 s1),(after at driver2 s2),(after at package1 p0-1),(after at package1 p0-2),(after at package1 p1-0),(after at package1 p2-1),(after at package1 s0),(after at package1 s1),(after at package1 s2),(after at package2 p0-1),(after at package2 p0-2),(after at package2 p1-0),(after at package2 p2-1),(after at package2 s0),(after at package2 s1),(after at package2 s2),(after at package3 p0-1),(after at package3 p0-2),(after at package3 p1-0),(after at package3 p2-1),(after at package3 s0),(after at package3 s1),(after at package3 s2),(after at package4 p0-1),(after at package4 p0-2),(after at package4 p1-0),(after at package4 p2-1),(after at package4 s0),(after at package4 s1),(after at package4 s2),(after at truck1 p0-1),(after at truck1 p0-2),(after at truck1 p1-0),(after at truck1 p2-1),(after at truck1 s0),(after at truck1 s1),(after at truck1 s2),(after at truck2 p0-1),(after at truck2 p0-2),(after at truck2 p1-0),(after at truck2 p2-1),(after at truck2 s0),(after at truck2 s1),(after at truck2 s2),(after driving driver1 truck1),(after driving driver1 truck2),(after driving driver2 truck1),(after driving driver2 truck2),(after empty truck1),(after empty truck2),(after in package1 truck1),(after in package1 truck2),(after in package2 truck1),(after in package2 truck2),(after in package3 truck1),(after in package3 truck2),(after in package4 truck1),(after in package4 truck2),(after link p0-1 p0-1),(after link p0-1 p0-2),(after link p0-1 p1-0),(after link p0-1 p2-1),(after link p0-1 s0),(after link p0-1 s1),(after link p0-1 s2),(after link p0-2 p0-1),(after link p0-2 p0-2),(after link p0-2 p1-0),(after link p0-2 p2-1),(after link p0-2 s0),(after link p0-2 s1),(after link p0-2 s2),(after link p1-0 p0-1),(after link p1-0 p0-2),(after link p1-0 p1-0),(after link p1-0 p2-1),(after link p1-0 s0),(after link p1-0 s1),(after link p1-0 s2),(after link p2-1 p0-1),(after link p2-1 p0-2),(after link p2-1 p1-0),(after link p2-1 p2-1),(after link p2-1 s0),(after link p2-1 s1),(after link p2-1 s2),(after link s0 p0-1),(after link s0 p0-2),(after link s0 p1-0),(after link s0 p2-1),(after link s0 s0),(after link s0 s1),(after link s0 s2),(after link s1 p0-1),(after link s1 p0-2),(after link s1 p1-0),(after link s1 p2-1),(after link s1 s0),(after link s1 s1),(after link s1 s2),(after link s2 p0-1),(after link s2 p0-2),(after link s2 p1-0),(after link s2 p2-1),(after link s2 s0),(after link s2 s1),(after link s2 s2),(after path p0-1 p0-1),(after path p0-1 p0-2),(after path p0-1 p1-0),(after path p0-1 p2-1),(after path p0-1 s0),(after path p0-1 s1),(after path p0-1 s2),(after path p0-2 p0-1),(after path p0-2 p0-2),(after path p0-2 p1-0),(after path p0-2 p2-1),(after path p0-2 s0),(after path p0-2 s1),(after path p0-2 s2),(after path p1-0 p0-1),(after path p1-0 p0-2),(after path p1-0 p1-0),(after path p1-0 p2-1),(after path p1-0 s0),(after path p1-0 s1),(after path p1-0 s2),(after path p2-1 p0-1),(after path p2-1 p0-2),(after path p2-1 p1-0),(after path p2-1 p2-1),(after path p2-1 s0),(after path p2-1 s1),(after path p2-1 s2),(after path s0 p0-1),(after path s0 p0-2),(after path s0 p1-0),(after path s0 p2-1),(after path s0 s0),(after path s0 s1),(after path s0 s2),(after path s1 p0-1),(after path s1 p0-2),(after path s1 p1-0),(after path s1 p2-1),(after path s1 s0),(after path s1 s1),(after path s1 s2),(after path s2 p0-1),(after path s2 p0-2),(after path s2 p1-0),(after path s2 p2-1),(after path s2 s0),(after path s2 s1),(after path s2 s2)
false,false,false,false,true,true,false,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,true,true,true,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,true,true,false,false,true,true,false,true,false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,(unload-truck package1 truck1 s2),true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,false,true,true,true,true,false,false,true,false,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,false,false,true,true,true
true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,false,true,true,true,true,false,false,true,false,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,false,false,true,true,true,(drive-truck truck1 s2 s0 driver2),false,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,true,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,false,true,false,false,true,true,false,true,true,false,true,false,false,false,true,false,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,true,true,true,false,true,true
false,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,true,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,false,false,true,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,false,true,false,false,true,true,false,true,true,false,true,false,false,false,true,false,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,true,true,true,false,true,true,(disembark-truck driver2 truck1 s0),false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,true,true,false,false,true,false,true,true,true,false,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,false,true,true,true,true,true,false,true,false,true,true,false,false,false,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,true,false,false,false,true,false,false,false,true
false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,true,true,false,false,true,false,true,true,true,false,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,false,true,true,true,true,true,false,true,false,true,true,false,false,false,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,true,false,false,false,true,false,false,false,true,(walk driver2 s0 p0-1),true,true,true,true,false,false,false,false,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,false,false,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false
true,true,true,true,false,false,false,false,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,false,false,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false,(walk driver2 p0-1 s1),false,true,true,false,true,true,true,false,false,false,false,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,true,true,true,false,false,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,false,true,true,true,false,true,true,false,true,true,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false,true,false,true,true,false,false,false,false,true,true,false,true,false,false,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,false,true,false,false,false,true,true,false
false, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,false, ,false, ,true, ,true,true, ,false, ,false, ,false,true, , , , , , , , ,false, ,true, ,true,false, , , , , , , , ,false, , , ,true, ,true, ,true, ,false, , , ,false, ,true, ,false,true, , , , , , , , ,false, ,false, ,true,true, , , , , , , , ,false, ,true, ,true,true, ,true, ,true, ,true,false, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,false, ,false, ,true,true, , , , , , , , ,true, ,true, ,false,false, ,false, ,false, ,true,true, , , , , , , , ,(load-truck package3 truck1 s0),false, ,true, ,false,true, , , , , , , , ,false, ,false, ,true,false, ,true, ,true, ,false,false, ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,false, , , ,false, ,false, ,true, ,false, , , ,false, ,false, ,false,true, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, ,false, ,true,true, ,false, ,true, ,true,true, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,false, ,false, ,true,false, ,true, ,false, ,true,false, , , , , , , , 
false, ,true, ,false,true, , , , , , , , ,false, ,false, ,true,false, ,true, ,true, ,false,false, ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,false, , , ,false, ,false, ,true, ,false, , , ,false, ,false, ,false,true, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, ,false, ,true,true, ,false, ,true, ,true,true, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,false, ,false, ,true,false, ,true, ,false, ,true,false, , , , , , , , ,(board-truck driver1 truck1 s0),false, ,false, ,false,false, , , , , , , , ,false, ,true, ,true,false, ,false, ,false, ,true,true, ,true, ,true, ,true,true, , , , , , , , ,false, ,false, ,true,true, , , , , , , , ,true, , , ,false, ,false, ,true, ,false, , , ,true, ,true, ,false,false, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,false, ,true, ,true,true, ,true, ,false, ,false,false, , , , , , , , ,true, ,true, ,false,true, , , , , , , , ,true, ,false, ,true,true, , , , , , , , ,false, ,false, ,false,false, ,false, ,true, ,true,false, , , , , , , , 
false, ,false, ,false,false, , , , , , , , ,false, ,true, ,true,false, ,false, ,false, ,true,true, ,true, ,true, ,true,true, , , , , , , , ,false, ,false, ,true,true, , , , , , , , ,true, , , ,false, ,false, ,true, ,false, , , ,true, ,true, ,false,false, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,false, ,true, ,true,true, ,true, ,false, ,false,false, , , , , , , , ,true, ,true, ,false,true, , , , , , , , ,true, ,false, ,true,true, , , , , , , , ,false, ,false, ,false,false, ,false, ,true, ,true,false, , , , , , , , ,(drive-truck truck1 s0 s1 driver1),false, ,true, ,false,false, , , , , , , , ,false, ,false, ,true,true, ,true, ,false, ,false,false, ,false, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,true, , , ,true, ,false, ,false, ,true, , , ,false, ,true, ,false,true, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,false, ,false, ,false, ,false,true, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,true,true, , , , , , , , ,false, ,true, ,true,false, ,true, ,false, ,true,false, , , , , , , , 
false, ,true, ,false,false, , , , , , , , ,false, ,false, ,true,true, ,true, ,false, ,false,false, ,false, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,true, , , ,true, ,false, ,false, ,true, , , ,false, ,true, ,false,true, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,false, ,false, ,false, ,false,true, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,true,true, , , , , , , , ,false, ,true, ,true,false, ,true, ,false, ,true,false, , , , , , , , ,(unload-truck package3 truck1 s1),true, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,true, ,false, ,false, ,false,true, ,true, ,false, ,true,true, , , , , , , , ,true, ,true, ,false,false, , , , , , , , ,false, , , ,false, ,true, ,true, ,false, , , ,true, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,true, ,true, ,true, ,true,false, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, ,true, ,false,false, ,true, ,false, ,false,true, , , , , , , , 
true, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,true, ,false, ,false, ,false,true, ,true, ,false, ,true,true, , , , , , , , ,true, ,true, ,false,false, , , , , , , , ,false, , , ,false, ,true, ,true, ,false, , , ,true, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,true, ,true, ,true, ,true,false, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, ,true, ,false,false, ,true, ,false, ,false,true, , , , , , , , ,(load-truck package2 truck1 s1),false, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,true, ,true, ,true, ,true,true, ,true, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, , , ,false, ,true, ,false, ,true, , , ,false, ,true, ,false,true, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,true, ,true, ,false,false, ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,true,true, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,false, ,false, ,false,false, ,false, ,true, ,false,false, , , , , , , , 
false, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,true, ,true, ,true, ,true,true, ,true, ,false, ,false,false, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, , , ,false, ,true, ,false, ,true, , , ,false, ,true, ,false,true, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,true, ,true, ,false,false, ,false, ,true, ,false,false, , , , , , , , ,true, ,false, ,true,true, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,false, ,false, ,false,false, ,false, ,true, ,false,false, , , , , , , , ,(load-truck package1 truck1 s1),false, ,true, ,false,true, , , , , , , , ,true, ,true, ,false,false, ,false, ,true, ,true,true, ,false, ,true, ,false,false, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, , , ,false, ,false, ,false, ,true, , , ,false, ,true, ,true,true, , , , , , , , ,false, ,true, ,true,false, , , , , , , , ,true, ,false, ,false,false, ,false, ,true, ,true,false, , , , , , , , ,false, ,false, ,false,true, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, ,false, ,true,false, ,true, ,true, ,false,true, , , , , , , , 
false, ,true, ,false,true, , , , , , , , ,true, ,true, ,false,false, ,false, ,true, ,true,true, ,false, ,true, ,false,false, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, , , ,false, ,false, ,false, ,true, , , ,false, ,true, ,true,true, , , , , , , , ,false, ,true, ,true,false, , , , , , , , ,true, ,false, ,false,false, ,false, ,true, ,true,false, , , , , , , , ,false, ,false, ,false,true, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, ,false, ,true,false, ,true, ,true, ,false,true, , , , , , , , ,(drive-truck truck1 s1 s0 driver1),true, ,false, ,true,false, , , , , , , , ,false, ,true, ,true,false, ,false, ,false, ,true,false, ,false, ,false, ,true,false, , , , , , , , ,true, ,true, ,false,true, , , , , , , , ,false, , , ,false, ,false, ,false, ,true, , , ,false, ,true, ,false,false, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,false, ,false, ,false,true, ,false, ,false, ,false,true, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,false, ,false, ,true,false, ,true, ,true, ,false,true, , , , , , , , 
true, ,false, ,true,false, , , , , , , , ,false, ,true, ,true,false, ,false, ,false, ,true,false, ,false, ,false, ,true,false, , , , , , , , ,true, ,true, ,false,true, , , , , , , , ,false, , , ,false, ,false, ,false, ,true, , , ,false, ,true, ,false,false, , , , , , , , ,false, ,true, ,false,true, , , , , , , , ,false, ,false, ,false,true, ,false, ,false, ,false,true, , , , , , , , ,true, ,false, ,true,false, , , , , , , , ,false, ,true, ,false,false, , , , , , , , ,false, ,false, ,true,false, ,true, ,true, ,false,true, , , , , , , , ,(unload-truck package2 truck1 s0),false, ,true, ,false,true, , , , , , , , ,false, ,true, ,false,false, ,false, ,true, ,true,true, ,false, ,false, ,true,true, , , , , , , , ,true, ,false, ,false,true, , , , , , , , ,false, , , ,false, ,true, ,false, ,true, , , ,true, ,true, ,false,true, , , , , , , , ,true, ,true, ,true,false, , , , , , , , ,false, ,true, ,true,true, ,true, ,false, ,true,true, , , , , , , , ,true, ,false, ,false,true, , , , , , , , ,true, ,false, ,false,true, , , , , , , , ,false, ,true, ,false,true, ,false, ,false, ,true,false, , , , , , , , 
false, ,true, ,false,true, , , , , , , , ,false, ,true, ,false,false, ,false, ,true, ,true,true, ,false, ,false, ,true,true, , , , , , , , ,true, ,false, ,false,true, , , , , , , , ,false, , , ,false, ,true, ,false, ,true, , , ,true, ,true, ,false,true, , , , , , , , ,true, ,true, ,true,false, , , , , , , , ,false, ,true, ,true,true, ,true, ,false, ,true,true, , , , , , , , ,true, ,false, ,false,true, , , , , , , , ,true, ,false, ,false,true, , , , , , , , ,false, ,true, ,false,true, ,false, ,false, ,true,false, , , , , , , , ,(unload-truck package1 truck1 s0),false, ,false, ,false,true, , , , , , , , ,false, ,true, ,true,false, ,true, ,true, ,false,true, ,true, ,false, ,true,false, , , , , , , , ,true, ,false, ,false,false, , , , , , , , ,true, , , ,false, ,true, ,false, ,true, , , ,true, ,true, ,false,false, , , , , , , , ,false, ,false, ,false,true, , , , , , , , ,true, ,false, ,false,false, ,false, ,false, ,true,false, , , , , , , , ,false, ,true, ,true,true, , , , , , , , ,true, ,true, ,true,true, , , , , , , , ,false, ,true, ,false,false, ,false, ,true, ,false,false, , , , , , , , 
